Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_04217,169,Cryptococcus neoformans var. grubii H99,"CP003828.1:319,581..322,758(+)",phosphoenolpyruvate carboxykinase (ATP),protein coding gene,CNAG_04217,IPR001272;IPR008210;IPR015994,"Phosphoenolpyruvate carboxykinase, ATP-utilising;Phosphoenolpyruvate carboxykinase, N-terminal;Phosphoenolpyruvate carboxykinase (ATP), conserved site",551,1656,phosphoenolpyruvate carboxykinase (ATP),N/A,N/A,N/A,gluconeogenesis,ATP binding;kinase activity;phosphoenolpyruvate carboxykinase (ATP) activity;phosphoenolpyruvate carboxykinase activity;purine nucleotide binding,N/A
CNAG_04096,170,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,608,337..1,611,029(-)",racemase,protein coding gene,CNAG_04096,IPR013341;IPR013342;IPR023444;IPR029017;IPR029065;IPR036849,"Mandelate racemase/muconate lactonizing enzyme, N-terminal domain;Mandelate racemase/muconate lactonizing enzyme, C-terminal;L-rhamnonate dehydratase;Enolase-like, N-terminal;Enolase C-terminal domain-like;Enolase-like, C-terminal domain superfamily",423,1272,racemase,N/A,N/A,N/A,N/A,L-rhamnonate dehydratase activity,N/A
CNAG_07802,171,Cryptococcus neoformans var. grubii H99,"CP003823.1:181,532..183,681(-)",class III aminotransferase,protein coding gene,CNAG_07802,IPR005814;IPR015424,Aminotransferase class-III;Pyridoxal phosphate-dependent transferase,501,1506,class III aminotransferase,N/A,N/A,N/A,N/A,catalytic activity;pyridoxal phosphate binding;transaminase activity,N/A
CNAG_07755,172,Cryptococcus neoformans var. grubii H99,"CP003828.1:18,204..20,364(+)","hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2",protein coding gene,CNAG_07755,N/A,N/A,83,252,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05192,173,Cryptococcus neoformans var. grubii H99,"CP003823.1:683,091..684,085(+)",hypothetical protein,protein coding gene,CNAG_05192,N/A,N/A,120,363,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03461,174,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,006,849..1,009,289(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_03461,N/A,N/A,137,414,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05167,175,Cryptococcus neoformans var. grubii H99,"CP003823.1:608,565..609,265(+)",hypothetical protein,protein coding gene,CNAG_05167,N/A,N/A,83,252,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00605,176,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,554,006..1,555,911(+)",cytoplasmic protein,protein coding gene,CNAG_00605,IPR011032;IPR013149;IPR020843;IPR036291;IPR041694,"GroES-like superfamily;Alcohol dehydrogenase, C-terminal;Polyketide synthase, enoylreductase domain;NAD(P)-binding domain superfamily;Oxidoreductase, N-terminal domain",344,1035,cytoplasmic protein,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_05303,177,Cryptococcus neoformans var. grubii H99,"CP003823.1:988,897..991,402(-)",isocitrate lyase,protein coding gene,CNAG_05303,IPR006254;IPR015813;IPR018523;IPR039556,"Isocitrate lyase;Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily;Isocitrate lyase/phosphorylmutase, conserved site;ICL/PEPM domain",549,1650,isocitrate lyase,carbon utilization,N/A,N/A,carboxylic acid metabolic process,catalytic activity;isocitrate lyase activity;metal ion binding;methylisocitrate lyase activity,N/A
CNAG_05032,178,Cryptococcus neoformans var. grubii H99,"CP003823.1:264,457..268,362(+)",hypothetical protein,protein coding gene,CNAG_05032,N/A,N/A,443,1332,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00537,179,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,368,529..1,371,048(+)",Carnitine O-acetyltransferase,protein coding gene,CNAG_00537,IPR000542;IPR039551,Acyltransferase ChoActase/COT/CPT;Choline/carnitine acyltransferase domain,630,1893,Carnitine O-acetyltransferase,N/A,N/A,N/A,N/A,acyltransferase activity,N/A
CNAG_03677,180,Cryptococcus neoformans var. grubii H99,"CP003821.1:511,479..514,540(+)",hypothetical protein,protein coding gene,CNAG_03677,N/A,N/A,253,762,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06577,181,Cryptococcus neoformans var. grubii H99,"CP003826.1:172,359..174,782(+)",hypothetical protein,protein coding gene,CNAG_06577,N/A,N/A,661,1986,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05412,182,Cryptococcus neoformans var. grubii H99,"CP003833.2:241,532..243,440(+)",hypothetical protein,protein coding gene,CNAG_05412,N/A,N/A,95,288,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00826,183,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,191,898..2,194,408(-)",dihydroxyacetone kinase,protein coding gene,CNAG_00826,IPR004006;IPR004007;IPR012734;IPR036117,DhaK domain;DhaL domain;Dihydroxyacetone kinase;DhaL domain superfamily,600,1803,dihydroxyacetone kinase,cellular response to diamide;positive regulation of melanin biosynthetic process;positive regulation of urease activity,N/A,N/A,anaerobic glycerol catabolic process;glycerol metabolic process,ATP binding;glycerone kinase activity;triokinase activity,N/A
CNAG_00876,184,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,750,128..1,752,549(-)",ferric-chelate reductase,protein coding gene,CNAG_00876,IPR013112;IPR013121;IPR013130;IPR017938;IPR039261,"FAD-binding 8;Ferric reductase, NAD binding domain;Ferric reductase transmembrane component-like domain;Riboflavin synthase-like beta-barrel;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain",588,1767,ferric-chelate reductase,N/A,N/A,N/A,ion transport;obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane
CNAG_01992,185,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,474,896..1,478,891(-)",hypothetical protein,protein coding gene,CNAG_01992,N/A,N/A,871,2616,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07933,186,Cryptococcus neoformans var. grubii H99,"CP003832.1:160,100..160,676(+)",hypothetical protein,protein coding gene,CNAG_07933,N/A,N/A,120,363,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04280,187,Cryptococcus neoformans var. grubii H99,"CP003828.1:470,015..472,152(-)",hypothetical protein,protein coding gene,CNAG_04280,IPR040410,UPF0658 Golgi apparatus membrane protein,435,1308,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06999,188,Cryptococcus neoformans var. grubii H99,"CP003828.1:1,152,482..1,154,665(+)",hypothetical protein,protein coding gene,CNAG_06999,IPR029058,Alpha/Beta hydrolase fold,382,1149,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05158,189,Cryptococcus neoformans var. grubii H99,"CP003823.1:585,815..588,709(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_05158,N/A,N/A,833,2502,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03688,190,Cryptococcus neoformans var. grubii H99,"CP003821.1:535,593..536,630(-)",hypothetical protein,protein coding gene,CNAG_03688,N/A,N/A,187,564,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01257,191,Cryptococcus neoformans var. grubii H99,"CP003824.1:784,358..785,899(-)",aldo-keto reductase,protein coding gene,CNAG_01257,IPR018170;IPR020471;IPR023210;IPR036812,"Aldo/keto reductase, conserved site;Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily",321,966,aldo-keto reductase,cellular response to dithiothreitol,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_00915,192,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,639,150..1,641,899(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_00915,N/A,N/A,376,1131,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00864,193,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,793,503..1,796,091(-)","myo-inositol transporter, putative",protein coding gene,CNAG_00864,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",555,1668,"myo-inositol transporter, putative",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_04036,194,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,460,635..1,464,497(+)",hypothetical protein,protein coding gene,CNAG_04036,IPR000232;IPR027725;IPR036390,"Heat shock factor (HSF)-type, DNA-binding;Heat shock transcription factor family;Winged helix DNA-binding domain superfamily",654,1965,hypothetical protein,N/A,N/A,N/A,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity;sequence-specific DNA binding,host cell nucleus;nucleus
CNAG_03412,195,Cryptococcus neoformans var. grubii H99,"CP003827.1:887,976..890,566(-)",Chitinase,protein coding gene,CNAG_03412,IPR001223;IPR001579;IPR011583;IPR017853;IPR029070,"Glycoside hydrolase family 18, catalytic domain;Glycosyl hydrolases family 18 (GH18) active site;Chitinase II;Glycoside hydrolase superfamily;Chitinase insertion domain superfamily",452,1359,Chitinase,mating;response to sodium dodecyl sulfate,N/A,N/A,carbohydrate metabolic process;chitin catabolic process;polysaccharide catabolic process,"chitin binding;chitinase activity;hydrolase activity, hydrolyzing O-glycosyl compounds",N/A
CNAG_05180,196,Cryptococcus neoformans var. grubii H99,"CP003823.1:647,146..650,357(+)",hypothetical protein,protein coding gene,CNAG_05180,IPR000253;IPR008984,Forkhead-associated (FHA) domain;SMAD/FHA domain superfamily,817,2454,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,integral component of membrane
CNAG_06576,197,Cryptococcus neoformans var. grubii H99,"CP003826.1:170,010..171,877(-)",cAMP-regulated gene 1,protein coding gene,CNAG_06576,N/A,N/A,234,705,cAMP-regulated gene 1,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04110,198,Cryptococcus neoformans var. grubii H99,"CP003828.1:28,930..30,261(+)",Glutathione S-transferase,protein coding gene,CNAG_04110,IPR004045;IPR004046;IPR036249;IPR036282,"Glutathione S-transferase, N-terminal;Glutathione S-transferase, C-terminal;Thioredoxin-like superfamily;Glutathione S-transferase, C-terminal domain superfamily",298,897,Glutathione S-transferase,N/A,N/A,N/A,N/A,protein binding;transferase activity,N/A
CNAG_03910,199,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,159,116..1,162,209(-)","myo-inositol transporter, putative",protein coding gene,CNAG_03910,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",678,2037,"myo-inositol transporter, putative",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_04874,200,Cryptococcus neoformans var. grubii H99,"CP003829.1:140,911..143,110(+)",hypothetical protein,protein coding gene,CNAG_04874,IPR000757;IPR013320,Glycoside hydrolase family 16;Concanavalin A-like lectin/glucanase domain superfamily,381,1146,hypothetical protein,cellular response to heat,N/A,N/A,carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",N/A
CNAG_03576,201,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,317,215..1,318,606(+)",cytochrome C assembly protein,protein coding gene,CNAG_03576,IPR009571,"Membrane protein SUR7/Rim9-like, fungi",248,747,cytochrome C assembly protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane;plasma membrane
CNAG_01668,202,Cryptococcus neoformans var. grubii H99,"CP003830.1:560,670..562,761(-)",hypothetical protein,protein coding gene,CNAG_01668,N/A,N/A,299,900,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02517,203,Cryptococcus neoformans var. grubii H99,"CP003825.1:110,391..112,117(-)",hypothetical protein,protein coding gene,CNAG_02517,IPR041320,CxC1-like cysteine cluster associated with KDZ transposases,307,924,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02264,204,Cryptococcus neoformans var. grubii H99,"CP003825.1:750,679..755,006(+)","AFG1-family ATPase, variant, AFG1-family ATPase",protein coding gene,CNAG_02264,IPR003593;IPR005654;IPR027417,"AAA+ ATPase domain;ATPase, AFG1-like;P-loop containing nucleoside triphosphate hydrolase",729,2190,AFG1-family ATPase,N/A,N/A,N/A,N/A,ATP binding,N/A
CNAG_03958,205,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,276,268..1,277,505(-)",hypothetical protein,protein coding gene,CNAG_03958,IPR006993;IPR036249,"SH3-binding, glutamic acid-rich protein;Thioredoxin-like superfamily",270,813,hypothetical protein,N/A,N/A,N/A,N/A,electron transfer activity;protein-disulfide reductase activity,N/A
CNAG_03242,206,Cryptococcus neoformans var. grubii H99,"CP003827.1:427,403..429,503(+)","solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17",protein coding gene,CNAG_03242,IPR018108;IPR023395,Mitochondrial substrate/solute carrier;Mitochondrial carrier domain superfamily,323,972,"solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17",cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02978,207,Cryptococcus neoformans var. grubii H99,"CP003822.1:292,610..293,689(-)",hypothetical protein,protein coding gene,CNAG_02978,IPR005349,TMEM14 family,112,339,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane;membrane
CNAG_01821,208,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,003,386..1,004,845(+)",hypothetical protein,protein coding gene,CNAG_01821,IPR025187,Protein of unknown function DUF4112,226,681,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01420,209,Cryptococcus neoformans var. grubii H99,"CP003824.1:354,939..356,834(-)",hypothetical protein,protein coding gene,CNAG_01420,N/A,N/A,338,1017,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00828,210,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,195,822..2,199,256(-)",pathway-specific nitrogen regulator,protein coding gene,CNAG_00828,IPR001138;IPR007219;IPR036864,"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi;Zn(2)-C6 fungal-type DNA-binding domain superfamily",900,2703,pathway-specific nitrogen regulator,negative regulation of melanin biosynthetic process;response to dithiothreitol,N/A,N/A,"regulation of transcription, DNA-templated;transcription, DNA-templated","DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus;nucleus
CNAG_00349,211,Cryptococcus neoformans var. grubii H99,"CP003820.1:893,768..895,412(+)",hypothetical protein,protein coding gene,CNAG_00349,N/A,N/A,358,1077,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03199,212,Cryptococcus neoformans var. grubii H99,"CP003827.1:319,487..321,580(-)",FAD dependent oxidoreductase,protein coding gene,CNAG_03199,IPR006076;IPR036188,FAD dependent oxidoreductase;FAD/NAD(P)-binding domain superfamily,374,1125,FAD dependent oxidoreductase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_01601,213,Cryptococcus neoformans var. grubii H99,"CP003830.1:388,014..390,057(-)",lipase,protein coding gene,CNAG_01601,IPR002921;IPR029058,Fungal lipase-like domain;Alpha/Beta hydrolase fold,529,1590,lipase,N/A,N/A,N/A,lipid metabolic process,N/A,N/A
CNAG_02706,214,Cryptococcus neoformans var. grubii H99,"CP003822.1:951,956..953,329(+)",hypothetical protein,protein coding gene,CNAG_02706,N/A,N/A,328,987,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07969,215,Cryptococcus neoformans var. grubii H99,"CP003822.1:930,460..931,520(+)",hypothetical protein,protein coding gene,CNAG_07969,N/A,N/A,309,930,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06973,216,Cryptococcus neoformans var. grubii H99,"CP003822.1:19,993..22,348(+)",hypothetical protein,protein coding gene,CNAG_06973,N/A,N/A,301,906,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05994,217,Cryptococcus neoformans var. grubii H99,"CP003831.1:31,240..34,315(+)",multidrug transporter,protein coding gene,CNAG_05994,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,561,1686,multidrug transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_07334,218,Cryptococcus neoformans var. grubii H99,"CP003820.1:580,183..582,875(-)",ferric-chelate reductase,protein coding gene,CNAG_07334,IPR000778;IPR013112;IPR013121;IPR013130;IPR039261,"Cytochrome b245, heavy chain;FAD-binding 8;Ferric reductase, NAD binding domain;Ferric reductase transmembrane component-like domain;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain",656,1971,ferric-chelate reductase,N/A,N/A,N/A,ion transport;obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane;membrane
CNAG_01244,219,Cryptococcus neoformans var. grubii H99,"CP003824.1:821,019..823,077(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_01244,N/A,N/A,499,1500,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_08005,220,Cryptococcus neoformans var. grubii H99,"CP003830.1:664,521..665,190(+)",hypothetical protein,protein coding gene,CNAG_08005,N/A,N/A,100,303,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01952,221,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,351,173..1,353,684(+)","aryl-alcohol dehydrogenase, aryl-alcohol dehydrogenase, variant",protein coding gene,CNAG_01952,IPR020471;IPR023210;IPR036812,Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily,350,1053,aryl-alcohol dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_04325,222,Cryptococcus neoformans var. grubii H99,"CP003828.1:571,062..572,732(+)",extradiol ring-cleavage dioxygenase,protein coding gene,CNAG_04325,IPR004183;IPR014436,"Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B;Extradiol aromatic ring-opening dioxygenase, DODA-type",331,996,extradiol ring-cleavage dioxygenase,N/A,N/A,N/A,cellular aromatic compound metabolic process;obsolete oxidation-reduction process,"dioxygenase activity;ferrous iron binding;oxidoreductase activity;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen;zinc ion binding",N/A
CNAG_07963,223,Cryptococcus neoformans var. grubii H99,"CP003821.1:218,399..219,185(-)",hypothetical protein,protein coding gene,CNAG_07963,N/A,N/A,138,417,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03783,224,Cryptococcus neoformans var. grubii H99,"CP003821.1:804,640..808,367(+)",hypothetical protein,protein coding gene,CNAG_03783,IPR029063;IPR041698,S-adenosyl-L-methionine-dependent methyltransferase;Methyltransferase domain 25,425,1278,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,N/A
CNAG_07687,225,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,292,042..1,295,436(+)",hypothetical protein,protein coding gene,CNAG_07687,N/A,N/A,891,2676,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01862,226,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,115,829..1,118,936(-)",hexose transporter,protein coding gene,CNAG_01862,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",519,1560,hexose transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_06066,227,Cryptococcus neoformans var. grubii H99,"CP003831.1:212,210..213,414(-)",nucleoside-diphosphate-sugar epimerase,protein coding gene,CNAG_06066,IPR008030;IPR036291,NmrA-like domain;NAD(P)-binding domain superfamily,276,831,nucleoside-diphosphate-sugar epimerase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03193,228,Cryptococcus neoformans var. grubii H99,"CP003827.1:307,143..310,698(-)",hypothetical protein,protein coding gene,CNAG_03193,N/A,N/A,579,1740,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02169,229,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,013,168..1,015,208(+)",hypothetical protein,protein coding gene,CNAG_02169,N/A,N/A,445,1338,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00093,230,Cryptococcus neoformans var. grubii H99,"CP003820.1:256,786..259,847(-)",hypothetical protein,protein coding gene,CNAG_00093,IPR021709,Protein of unknown function DUF3292,746,2241,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06102,231,Cryptococcus neoformans var. grubii H99,"CP003831.1:310,279..312,123(-)","ADP,ATP carrier protein, ADP,ATP carrier protein, variant 2, ADP,ATP carrier protein, variant 3, ADP,ATP carrier protein, variant 1",protein coding gene,CNAG_06102,IPR002067;IPR002113;IPR018108;IPR023395,Mitochondrial carrier protein;Adenine nucleotide translocator 1;Mitochondrial substrate/solute carrier;Mitochondrial carrier domain superfamily,319,960,"ADP,ATP carrier protein, variant 3",N/A,N/A,N/A,transmembrane transport,ATP transmembrane transporter activity;transmembrane transporter activity,integral component of membrane;mitochondrial inner membrane
CNAG_05399,232,Cryptococcus neoformans var. grubii H99,"CP003833.2:209,111..210,091(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_05399,N/A,N/A,58,177,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00798,233,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,111,308..2,114,049(-)",hypothetical protein,protein coding gene,CNAG_00798,IPR022057,Chitin synthase export chaperone,336,1011,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04589,234,Cryptococcus neoformans var. grubii H99,"CP003829.1:946,089..948,098(+)",hypothetical protein,protein coding gene,CNAG_04589,N/A,N/A,436,1311,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04756,235,Cryptococcus neoformans var. grubii H99,"CP003829.1:481,786..484,386(-)",hypothetical protein,protein coding gene,CNAG_04756,IPR009027;IPR011320,"Ribosomal protein L9/RNase H1, N-terminal;Ribonuclease H1, N-terminal",556,1671,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06296,236,Cryptococcus neoformans var. grubii H99,"CP003832.1:120,969..122,483(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_06296,N/A,N/A,131,396,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04938,237,Cryptococcus neoformans var. grubii H99,"CP003823.1:24,518..26,353(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_04938,IPR008030;IPR036291,NmrA-like domain;NAD(P)-binding domain superfamily,388,1167,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06541,238,Cryptococcus neoformans var. grubii H99,"CP003826.1:58,125..61,395(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_06541,IPR013057,"Amino acid transporter, transmembrane domain",462,1389,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07943,239,Cryptococcus neoformans var. grubii H99,"CP003832.1:649,694..651,292(-)",hypothetical protein,protein coding gene,CNAG_07943,IPR009567,Store-operated calcium entry-associated regulatory factor,346,1041,hypothetical protein,N/A,N/A,N/A,calcium ion transport;regulation of store-operated calcium entry,N/A,integral component of endoplasmic reticulum membrane
CNAG_02602,240,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,255,036..1,257,102(-)",flavonol synthase,protein coding gene,CNAG_02602,IPR005123;IPR026992,Oxoglutarate/iron-dependent dioxygenase;Non-haem dioxygenase N-terminal domain,401,1206,flavonol synthase,cellular response to heat,N/A,N/A,obsolete oxidation-reduction process,metal ion binding;oxidoreductase activity,N/A
CNAG_01252,241,Cryptococcus neoformans var. grubii H99,"CP003824.1:795,213..797,024(-)",thiosulfate/3-mercaptopyruvate sulfurtransferase,protein coding gene,CNAG_01252,IPR001763;IPR036873,Rhodanese-like domain;Rhodanese-like domain superfamily,340,1023,thiosulfate/3-mercaptopyruvate sulfurtransferase,N/A,N/A,N/A,N/A,transferase activity,N/A
CNAG_04163,242,Cryptococcus neoformans var. grubii H99,"CP003828.1:170,981..174,659(+)",hypothetical protein,protein coding gene,CNAG_04163,N/A,N/A,1025,3078,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05410,243,Cryptococcus neoformans var. grubii H99,"CP003833.2:236,102..238,227(-)",hypothetical protein,protein coding gene,CNAG_05410,IPR018618,Vacuolar import/degradation protein Vid24,490,1473,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05992,244,Cryptococcus neoformans var. grubii H99,"CP003831.1:24,928..28,067(+)",hypothetical protein,protein coding gene,CNAG_05992,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,522,1569,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_03346,245,Cryptococcus neoformans var. grubii H99,"CP003827.1:706,174..708,222(-)","bZip transcription factor, putative",protein coding gene,CNAG_03346,IPR004827,Basic-leucine zipper domain,341,1026,"bZip transcription factor, putative",capsule organization;melanin biosynthetic process;response to salt stress,N/A,N/A,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,N/A
CNAG_02524,246,Cryptococcus neoformans var. grubii H99,"CP003825.1:91,476..95,138(-)",hypothetical protein,protein coding gene,CNAG_02524,IPR021369,Protein of unknown function DUF2985,893,2682,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00080,247,Cryptococcus neoformans var. grubii H99,"CP003820.1:225,190..227,173(-)",hypothetical protein,protein coding gene,CNAG_00080,N/A,N/A,484,1455,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03746,248,Cryptococcus neoformans var. grubii H99,"CP003821.1:684,912..686,389(+)",hypothetical protein,protein coding gene,CNAG_03746,N/A,N/A,342,1029,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06337,249,Cryptococcus neoformans var. grubii H99,"CP003832.1:229,391..232,868(-)",hypothetical protein,protein coding gene,CNAG_06337,N/A,N/A,448,1347,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01714,250,Cryptococcus neoformans var. grubii H99,"CP003830.1:687,256..689,081(-)",sulfonate dioxygenase,protein coding gene,CNAG_01714,IPR003819,TauD/TfdA-like domain,388,1167,sulfonate dioxygenase,N/A,N/A,N/A,obsolete oxidation-reduction process,dioxygenase activity;oxidoreductase activity,N/A
CNAG_03974,251,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,309,927..1,311,605(+)",hypothetical protein,protein coding gene,CNAG_03974,IPR008030;IPR036291,NmrA-like domain;NAD(P)-binding domain superfamily,309,930,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06872,252,Cryptococcus neoformans var. grubii H99,"CP003824.1:16,856..19,548(+)",5-oxoprolinase,protein coding gene,CNAG_06872,IPR002821;IPR008040,"Hydantoinase A/oxoprolinase;Hydantoinaseoxoprolinase, N-terminal",758,2277,5-oxoprolinase,N/A,N/A,N/A,N/A,hydrolase activity,N/A
